text,label
can you tell me my spending history from last week,spending_history
i want to know how much i spent last week,spending_history
i want to know my recent spending,spending_history
how much have i paid for rent in the last 6 months,spending_history
how much money have i spent on groceries recently,spending_history
how much did i spend on groceries today,spending_history
how much have i spent eating out this week,spending_history
what chunk of my income have i spent on rent this year,spending_history
what's it been costing me to buy three packs a day,spending_history
what have car repairs ran me this month,spending_history
what has gas cost me this week,spending_history
what did car insurance run me this year,spending_history
what's the total amount i've spent eating out in the last two weeks,spending_history
how much have i spent on alcohol recently,spending_history
how much have i spent on books recently,spending_history
how much have i spent on food recently,spending_history
how much have i spent on bills recently,spending_history
how much have i spent on clothes recently,spending_history
i need to know my total spending on amazon for november and december 2018,spending_history
please list my total spending on grocery shopping for the last two months,spending_history
how much have i spent on starbucks since the beginning of 2019,spending_history
what is my total spent on dining out for the month of january,spending_history
what is the total amount that i have spent on the cash app for this month so far,spending_history
have i spent a lot on food recently,spending_history
i need to know what i have spent on food recently,spending_history
can you tell me what i have spent on food recently,spending_history
what have i spent on food recently,spending_history
what is the amount i have spent on food recently,spending_history
how much have i lately spent on eating out,spending_history
what have i spent lately in child care,spending_history
how much have i spent lately on food,spending_history
how much money have i recently spent on entertainment,spending_history
how much have i paid in medical expenses recently,spending_history
how much did i spend on gas last week,spending_history
can you tell me what i spend on gas for the past two weeks,spending_history
yesterday what did i spend on lunch,spending_history
i need to know what i spend on utilities for the last year,spending_history
what did i spend on groceries this month,spending_history
have i been giving lot of money to food to food lately,spending_history
how much money did i use to spend on catering five hours ago,spending_history
how much did i spend on gear two weeks ago,spending_history
have i been spending a lot on roast beef lately,spending_history
have i been spending a ton of money on movies lately,spending_history
how much money did i spend on tent equipment four hours ago,spending_history
how much did i spend on furniture last week,spending_history
how much did i spend on petrol 2 days ago,spending_history
how much money did i spend on food last month,spending_history
would please let me know how much i spent on food in january,spending_history
could you check my account and let me know how much i spent on food in january,spending_history
please check and tell me the amount i spent on food last month,spending_history
let me know the amount i spent on food last month,spending_history
i have been spending a lot on food out lately,spending_history
i have spent a lot on groceries lately,spending_history
i spent a lot on vacations recently,spending_history
i have been spending a lot on utility bills lately,spending_history
i have been spending a lot on insurance lately,spending_history
did i go out to eat more than usual,spending_history
have i been spending more money at restaurants,spending_history
how much did i spend on food,spending_history
how much do i spend going out to eat,spending_history
what's my going out to eat tab this month vs last month,spending_history
how much did i spend shopping for clothes today,spending_history
how much did i spend the past 3 days,spending_history
how much did i spend on gas the past month,spending_history
how much have i spent on food in the past week,spending_history
how high are the rewards on my discover card,rewards_balance
how many rewards do i now have on my hy-vee card,rewards_balance
what's the current reward amount on my mastercard,rewards_balance
what's my current reward balance on my amex card,rewards_balance
what's my visa's current rewards balance,rewards_balance
how many reward points have stacked up for my amex card,rewards_balance
how many reward points do i have available to redeem on my visa,rewards_balance
what's the current reward amount on my visa,rewards_balance
what's the reward point count on my discover card,rewards_balance
what is my american express card's rewards balance,rewards_balance
what is my chase card's rewards balance,rewards_balance
what is my wells fargo card's rewards balance,rewards_balance
what is my citigroup card's rewards balance,rewards_balance
what is my bank of america card's rewards balance,rewards_balance
how can i see my rewards for my visa card,rewards_balance
tell me how to check my rewards for my american express card,rewards_balance
how can i look at rewards for my amex card,rewards_balance
tell me how to check rewards for my mastercard,rewards_balance
where are rewards from my visa card visible,rewards_balance
what is my current reward point total on my visa card,rewards_balance
how would i be able to check my kohls rewards card,rewards_balance
i need to know my reward point total looking at my debit card,rewards_balance
do i have enough points on my starbucks card yet,rewards_balance
help me check my visa rewards card,rewards_balance
can i check my gold rewards card online,rewards_balance
can you tell me how many points i have on my kohls card,rewards_balance
what is the easiest way to check my bank rewards card,rewards_balance
is there a better way to check my visa rewards card balance,rewards_balance
how many points are on my gold card,rewards_balance
what's the amount of points i have earned with my discover card,rewards_balance
i wonder how many points i have earned with my bank of america card,rewards_balance
have i earned a lot of points on my capital one card,rewards_balance
can you tell me how many points i have to date with my capital one miles card,rewards_balance
what's the total number of points i earned so far with my chase rewards card,rewards_balance
how many points have i already accrued on my chase mastercard,rewards_balance
"i would like my total rewards points balance on my bank of america platinum rewards card, please",rewards_balance
i need to hear how many points i've obtained on my capital one visa,rewards_balance
how many points did i get on my discover card,rewards_balance
how many points did my visa earn,rewards_balance
what points were earned on my mastercard,rewards_balance
how many points have been earned on my amex,rewards_balance
how many points did i get on my visa card,rewards_balance
what's the balance of my reward points on my discover card,rewards_balance
i need to know my rewards balance on my discover card,rewards_balance
what's my discover card reward balance,rewards_balance
what's my rewards balance on my discover,rewards_balance
what is the reward balance on my discover card,rewards_balance
how many rewards points do i have for my visa card,rewards_balance
how many rewards points do i have for my wells fargo card,rewards_balance
how many rewards points do i have for my amazon card,rewards_balance
how many rewards points do i have for my chase card,rewards_balance
how many rewards points do i have for my mastercard,rewards_balance
what is my points total for my mastercard,rewards_balance
what's my total point number on my mastercard,rewards_balance
how many points do i have on my mastercard,rewards_balance
what is the number of points i earned with my mastercard,rewards_balance
how many points have i accumulated on my mastercard,rewards_balance
how can i see my rewards for my chase card,rewards_balance
where can i find my rewards for my chase card,rewards_balance
what do i have to do to see my rewards for my chase card,rewards_balance
how do i see me rewards for my chase card,rewards_balance
where are my rewards for my chase card,rewards_balance
what's the point balance on my marriot rewards card,rewards_balance
how many points do i have in total on my marriot rewards card,rewards_balance
show me the total up to date points on the marriot rewards card,rewards_balance
my marriot rewards card has how much for a point total,rewards_balance
give my my current points on my marriot rewards card,rewards_balance
can you tell me my starbucks rewards balance,rewards_balance
can you help me tell what my starbucks rewards balance is,rewards_balance
what is the remainder of my starbucks rewards balance,rewards_balance
my starbucks rewards balance is,rewards_balance
what is the total amount of my starbucks rewards balance,rewards_balance
i have how many points on my amex right now,rewards_balance
how many points are on my speedway card right now,rewards_balance
i have how many tier credits on my caesar's card,rewards_balance
how many points do i have on my mlife card,rewards_balance
how many delta miles are on my card right now,rewards_balance
how many rewards do i have on my chase card,rewards_balance
how do i find out my rewards balance on my chase card,rewards_balance
can i check my visa reward balance online,rewards_balance
when can i receive rewards on my visa card,rewards_balance
how do i check how many rewards i have on my master card,rewards_balance
how do i check my rewards for my gold card,rewards_balance
what rewards does my gold card get,rewards_balance
where do i find my gold card rewards,rewards_balance
what is the number of remaining rewards points on my chase card,rewards_balance
i need to find out the rewards points i have left on my american express card,rewards_balance
what is the amount of rewards points on my visa card,rewards_balance
do you know how many rewards points are currently on my discover card,rewards_balance
does my mastercard have any rewards points remaining,rewards_balance
put my points up for master card,rewards_balance
figure out my reward points for discovery card,rewards_balance
add all of my points for my current discover card,rewards_balance
calculate my points for visa,rewards_balance
add up my reward points for master card,rewards_balance
what the current balance of reward points on my mastercard,rewards_balance
what's my reward balance on my amex card,rewards_balance
how do i get my rewards balance on my diner's club card,rewards_balance
how many reward points does my discover card have,rewards_balance
tell me how to check rewards on my american express card,rewards_balance
how do i look up my credit score,credit_score
please look up my credit score,credit_score
can you figure out how to find my credit score,credit_score
are you able to lookup my credit rating,credit_score
how can i find my credit rating,credit_score
where can i check my credit rating,credit_score
say my credit score,credit_score
give me my credit score,credit_score
i want my credit score,credit_score
inform me of my credit score,credit_score
clue me in on my credit score,credit_score
provide me with my credit score,credit_score
my credit score is,credit_score
i need my credit score,credit_score
find my credit score for me,credit_score
what is my credit score,credit_score
please get my credit score,credit_score
can you find my credit score,credit_score
i'd like to know what my credit rating is,credit_score
please tell me my credit rating,credit_score
what in the world is my credit rating,credit_score
my credit score is what,credit_score
tell me my credit score please,credit_score
can you tell me my credit score,credit_score
find my credit score and tell it to me,credit_score
get my credit score,credit_score
what is my exact credit score,credit_score
how good is my credit score,credit_score
what's my credit score rating,credit_score
what kind of credit score do i have,credit_score
"if i want my credit score, how do i find it",credit_score
how do i find information about my credit score,credit_score
what is the process of finding my credit score,credit_score
how do i get my credit score,credit_score
how do i locate my current credit score,credit_score
where is my credit score,credit_score
how do i see my credit score,credit_score
how exactly do i find my credit score,credit_score
how do i locate my credit score,credit_score
how do i find out what my credit score is,credit_score
i really wanna know my credit score,credit_score
i wish to know my credit rating,credit_score
let me understand my credit rating,credit_score
i wanna know my credit rating now,credit_score
i gotta know my credit score,credit_score
tell me my credit rating,credit_score
i would love to know my credit score,credit_score
i wish to know my credit score,credit_score
i wanna know my credit score,credit_score
tell me what my credit rating is,credit_score
can you provide me my credit score,credit_score
i'd like the number for my credit score,credit_score
tell me my credit score,credit_score
verify with me my credit score,credit_score
can you help me find my credit score,credit_score
would you tell me my credit score,credit_score
how do i find my credit score,credit_score
will you tell me my credit score,credit_score
do you know my credit score,credit_score
how to see my credit score,credit_score
can i see my credit score,credit_score
hows my credit score,credit_score
websites that share credit ratings,credit_score
what's my credit rating,credit_score
how do i find out my credit rating,credit_score
how to locate my credit score,credit_score
where is my credit score located,credit_score
where can i find my credit score,credit_score
find my credit score,credit_score
tell me the steps to getting my credit score,credit_score
help me locate my credit score,credit_score
lets look up my credit score,credit_score
i would like to look up my credit score please,credit_score
i want to find out what my credit score is,credit_score
help me find my credit score,credit_score
what is my fica score,credit_score
can you reveal my credit score,credit_score
how is my credit score rated,credit_score
any idea what my credit score is,credit_score
show me my credit score please,credit_score
let me know what my credit score is,credit_score
is my credit score high,credit_score
i am trying to find my credit score,credit_score
show me my credit score,credit_score
how does my credit score look,credit_score
is my credit report low,credit_score
whats my credit rating,credit_score
what is my current credit score,credit_score
where can i check my credit score,credit_score
where can i see my credit score,credit_score
how can i find out my credit score,credit_score
inform me of my current credit rating,credit_score
please notify me of my credit rating,credit_score
i would like to be told about my credit rating,credit_score
can you tell me about my credit rating,credit_score
tell me my current credit rating,credit_score
what is the number of my credit score,credit_score
what's my credit score,credit_score
let me know my credit score,credit_score
how is my credit score,credit_score
how can i apply for a discover card,new_card
can i apply for a discover card,new_card
how do applications for discover cards work,new_card
is this how i apply for a discover card,new_card
what does it take to get a new card,new_card
how do i sign up for a new credit card,new_card
can i complete an application for a new credit card,new_card
is it possible to get a new credit card,new_card
please show me how to apply for a visa card,new_card
i need to apply for a visa card,new_card
i need to know how to apply for a visa card,new_card
tell me how to apply for a visa card,new_card
what is the process to apply for a visa card,new_card
show me how to apply for a visa card,new_card
can you let me know the info on how to apply for a visa card,new_card
"visa card, i want to apply",new_card
show me the application for a visa card,new_card
how do i get a new credit card sent to me,new_card
can you send me a new credit card please mine is getting old and unusable,new_card
can you apply for idaho independent card for me,new_card
please apply cc visa card for me,new_card
apply for a kbc card for me,new_card
i want to apply for a alphabank card,new_card
i would like to apply for a bank of america travel rewards credit card,new_card
i need to apply for a new credit card,new_card
i wanna apply for a new credit card,new_card
i got to apply for a new credit card,new_card
i wanna apply for a bank of america travel rewards credit card,new_card
i need to apply for a bank of america travel rewards credit card,new_card
i desire to apply for a bank of america travel rewards credit card,new_card
apply for a bank of america travel rewards credit card,new_card
i must apply for a new credit card,new_card
i gotta apply for a new credit card,new_card
i would like to apply for a master card,new_card
i would like to apply for a green card,new_card
i would like to apply for a visa card,new_card
i would like to apply for a credit card,new_card
i would like to apply for a discover card,new_card
what's the procedure to apply for a new credit card,new_card
how can i get a new credit card,new_card
direct me to the application for a new credit card,new_card
apply for an american express card,new_card
can you tell me if i might be able to apply for a new credit card,new_card
might i be able to apply for a new credit card,new_card
can you help me apply for a visa card,new_card
i want to apply for a discover card,new_card
am i eligible for a new credit card application,new_card
is it possible to apply for a new credit card,new_card
i think i'd like to apply for an amex,new_card
am i able to apply for a new credit card,new_card
application for a mastercard,new_card
can i get a new card,new_card
i would like to apply for a new card,new_card
can i maybe apply for a new card,new_card
can i please get a new card,new_card
can i get a brand new card please,new_card
list the steps for applying for an american express card,new_card
what's the process for getting an american express card,new_card
what do i need to do to get an american express card,new_card
help me get an american express card,new_card
help me apply for an american express card,new_card
i am hoping to apply for an amex card,new_card
i want to find a new credit card to sign up for,new_card
how do i apply for a barclay's card,new_card
walk me through the process of applying for an american express card,new_card
i need help figuring out a new credit card to get,new_card
i am interested in applying for a visa card,new_card
i am interested in acquiring a new credit card,new_card
i want to apply for a mastercard,new_card
walk me through applying for a visa card,new_card
i want to submit an application for a barclay's card,new_card
can you help me sign up for a new credit card,new_card
i need to know how to apply for a mastercard,new_card
i intend to apply for an american express card,new_card
tell me how to apply for an american express card,new_card
i feel like it is time for me to sign up for a new credit card,new_card
how to apply for platinum card,new_card
"i would like to apply for a air canada card visa, can you help me",new_card
please help me apply for a silver card,new_card
tell me the process of applying for a apollo card,new_card
can you tell me how to apply for a western card,new_card
how can i apply for a visa card,new_card
"how can i apply for a visa card, please",new_card
"how do i apply for a visa card, please",new_card
"how can i apply for a mastercard, please",new_card
what if you need to obtain a new credit card,new_card
what if you want to obtain a new credit card,new_card
what if you want a new credit card,new_card
what if you need to get a new credit card,new_card
show me how i can get a new credit card,new_card
can you help me find out how to get a new credit card,new_card
how do i get a new credit card,new_card
can you help me get a new credit card,new_card
what is the process i need to follow to get a new credit card,new_card
may i apply for a new credit card,new_card
how do i go about applying for a new credit card,new_card
i would like to apply for a new credit card,new_card
could you please let me apply for a new credit card,new_card
is it possible to apply for a visa card,new_card
hey what do i do to apply for a visa card,new_card
immediately the credit card company must be told that i lost my card from them,report_lost_card
i lost my debit card and need it reported as lost,report_lost_card
i can't seem to find my gold card and want it reported as lost,report_lost_card
i lost my chase bank card and want it labeled as lost,report_lost_card
can you report my td bank card as lost,report_lost_card
i misplaced my visa and need it marked as lost,report_lost_card
what do i do if my visa card got stolen,report_lost_card
what should i do when my visa card is stolen,report_lost_card
my visa card was stolen,report_lost_card
my visa card got stolen,report_lost_card
i think my visa card was stolen,report_lost_card
my visa has been stolen by someone,report_lost_card
someone stole my mastercade,report_lost_card
my visa was stolen,report_lost_card
my american express card needs to be reported as stolen,report_lost_card
my discover card has been stolen,report_lost_card
report lost card to discover company,report_lost_card
report discover card as lost,report_lost_card
how do i report a lost discover credit card,report_lost_card
where to report lost discover credit card,report_lost_card
report lost card,report_lost_card
report a lost card here,report_lost_card
please report my stolen card,report_lost_card
"could you please help me, my card has been stolen and i need to report it",report_lost_card
"my credit card has been stolen, please report it",report_lost_card
"oh no, report my card, it's stolen",report_lost_card
i would like to have my card reported as stolen,report_lost_card
i need to report a card that's been lost but i dont know how,report_lost_card
how can i report a card that has been lost,report_lost_card
file a report for a lost american express card,report_lost_card
help me report my lost mastercard,report_lost_card
"i lost my card, how should i report that",report_lost_card
what should i do if my card is lost,report_lost_card
report my lost visa card,report_lost_card
i lost my amex and need to report it,report_lost_card
i have to report a lost visa card,report_lost_card
walk me through the process of reporting a lost card,report_lost_card
what can i do if my card is lost,report_lost_card
my card is lost what do i do,report_lost_card
my card is lost how do i report it,report_lost_card
what must i do to report my card lost,report_lost_card
can you help me report my lost card please,report_lost_card
my card is lost please report it,report_lost_card
i need to report that my card has been lost,report_lost_card
i want you to repord my card as lost,report_lost_card
"i lost my card, what do i do",report_lost_card
i need to report that my card is lost,report_lost_card
i need to replace my lost card,report_lost_card
what do i do if i lost my card,report_lost_card
how do i report a lost card,report_lost_card
someone stole my discover card,report_lost_card
my american saving bank was stolen,report_lost_card
someone stole my discover credit card,report_lost_card
someone stole my capital one credit card,report_lost_card
my capital one credit card was stolen,report_lost_card
my card is to be reported stolen,report_lost_card
my stolen card needs to be reported,report_lost_card
i need to report my stolen card,report_lost_card
i have to report my card as stolen,report_lost_card
i am obliged to report my stolen card,report_lost_card
"i need to report my card as stolen, please",report_lost_card
"i can't find my mastercard and i want to report it as lost, please",report_lost_card
i can't find my visa card and i want to report it as lost,report_lost_card
i can't find my mastercard and i want to report it as lost,report_lost_card
i would like to report my card as stolen,report_lost_card
"i can't find my visa card and i want to report it as lost, please",report_lost_card
i'd like to report my card as stolen,report_lost_card
"i'd like to report my card as stolen, please",report_lost_card
"i can't locate my mastercard and i want to report it as lost, please",report_lost_card
"i would like to report my card as stolen, please",report_lost_card
"i need to report a stolen card, please",report_lost_card
i think my card is stolen and needs to be reported,report_lost_card
i would like to report a stolen card,report_lost_card
"is there anyway, i can report my card being stolen",report_lost_card
"my card is stolen, i need to report it",report_lost_card
my new debit card is lost and i need to report it,report_lost_card
my bronze card is missing i would like to report it as lost,report_lost_card
i lost my purple credit card and need to report it,report_lost_card
i lost my silicon valley card,report_lost_card
i lost my commerce card and need to report it as lost,report_lost_card
someone stole my card,report_lost_card
i need help since someone stole my card,report_lost_card
my credit card was stolen,report_lost_card
i need to report credit card theft,report_lost_card
who do i report card theft to,report_lost_card
i want to report my card as lost,report_lost_card
i need to report a lost card,report_lost_card
what do i do to report a lost card,report_lost_card
how do i report my lost card,report_lost_card
help me report a lost card,report_lost_card
can you report my lost discover card,report_lost_card
report my card as lost,report_lost_card
i lost my card how do i report it,report_lost_card
"i lost my discover card, i want to report it",report_lost_card
i want to report my discover card as lost,report_lost_card
"i can't find my discover card, how do i report it",report_lost_card
i can't find my credit card and i want to report it as lost,report_lost_card
i can't find my insurance card and i want to report it as lost,report_lost_card
i can't find my student id card and i want to report it as lost,report_lost_card
"i need to report my card as stolen, who do i tell",report_lost_card
let my credit card company know that my card split in half,damaged_card
how do you report a burned debit card,damaged_card
"my card split in half, how do i report it",damaged_card
report my burned card to the company,damaged_card
what do i say when i report a split credit card,damaged_card
my card was damaged by my cat; can i report that,damaged_card
i dropped my card in my gasoline and the printing wore off,damaged_card
i need to report that my dog chewed up my card,damaged_card
it seems i can't use my card since it has been damaged,damaged_card
"unfortunately, my card is damaged and unusable",damaged_card
what should i do with an unusable and damaged card,damaged_card
my card is unusable because it's damaged,damaged_card
i cracked my card and need a replacement,damaged_card
my card got melted and i need to report it,damaged_card
"my card got melted and i need to report it, please",damaged_card
"my card got melted in the dryer and i need to report it, please",damaged_card
my card got damaged and i need to report it,damaged_card
"my card got damaged and i need to report it, please",damaged_card
my card is damaged so i can not use it,damaged_card
report the card has been damaged,damaged_card
"i can not use my card, it is damaged",damaged_card
"the card is torn, let's report it",damaged_card
report that the card has been wrecked,damaged_card
my card is damaged and no longer function,damaged_card
my card is damaged and unusable,damaged_card
"my card is wrecked, let's report it",damaged_card
report the card has been torn,damaged_card
i can not use my card since it is damaged,damaged_card
i need to report a bent card,damaged_card
"my card split in half, can i report it",damaged_card
"i cracked my card, order a new one",damaged_card
report that i split my card,damaged_card
please make a report that my card is split,damaged_card
"the magnetic strip on my card is scratched, let the card company know",damaged_card
"i cut up the wrong card, please contact the bank and let them know",damaged_card
"i creased my card today, contact the bank",damaged_card
"my card is cracked, please tell the card company",damaged_card
"the dog chewed up my card, will you find out what it takes to get a replacement",damaged_card
the plastic numbers on my card are falling off,damaged_card
corner of my credit card is chipped off,damaged_card
my card got snapped in half,damaged_card
my card is too scratched and won't read correctly,damaged_card
the sticker on my card is peeling off,damaged_card
i can't use my card because it is broken,damaged_card
my broken card won't work,damaged_card
i can't use my damaged card,damaged_card
my damage card is not working,damaged_card
my damage card will not work,damaged_card
i don't know who to notify that i ran my credit card over with the lawn mower,damaged_card
i ran my credit card over with the lawn mower and need to replace it,damaged_card
i need to replace my credit card because i ran it over with the lawn mower,damaged_card
my card is partially damaged how do i report this,damaged_card
my card is not working and i need to let them know,damaged_card
my card broke in half and i need to report this,damaged_card
the chip on my card is damaged and i need a new one,damaged_card
my card's magnetic strip is not working and i want to notify them,damaged_card
my card has a deep crease through the middle so i would like to report it,damaged_card
how do i report my card if it got cut in half,damaged_card
my card is cracked and i want to report it,damaged_card
my card is too scratched up and i need to report it,damaged_card
i need to report my bent card,damaged_card
report to the company that i damaged my card,damaged_card
call the card company and ask them to replace my card,damaged_card
i damaged the card; can you replace the card,damaged_card
i demagnetized my card and want to report it,damaged_card
i want to report a broken card,damaged_card
"my phone was too close to my card and demagnetized it, how can i report this",damaged_card
my card has been erased and i need to report it,damaged_card
"i need a report form for my damaged, demagnetized card",damaged_card
how to report bent credit card,damaged_card
i can't use my broken card,damaged_card
i broke my card,damaged_card
how to tell the company that my credit card melted,damaged_card
my card is broken,damaged_card
my card isn't working,damaged_card
who do i report to if my credit card snaps,damaged_card
"i accidentally bent my card, what do i do",damaged_card
my card doesn't work anymore,damaged_card
how do i report a melted credit card,damaged_card
"my card needs replaced, i accidentally scraped it",damaged_card
"i'd like to report my card as damaged, it's bent",damaged_card
"i bent my card, can you report it to my bank",damaged_card
"my card got scratched badly, can you tell my bank to send a replacement",damaged_card
"my card snapped, can you tell my bank to send a replacement",damaged_card
i accidentally put my credit card in the shredder,damaged_card
my credit card fell out of my back pocket and got flushed down the toilet,damaged_card
my credit card snapped in half while i was fiddling with it,damaged_card
my dog ate my credit card and ruined it,damaged_card
i was using my credit card as a cutting board and accidentally sliced it in half,damaged_card
can you assist me with reporting that the atm nicked my card,damaged_card
i need to report a new card please the atm hurt mine,damaged_card
how report that scratched my card,damaged_card
the atm chewed up my card can i get a new one,damaged_card
"an atm ate my card, how do i report it",damaged_card
my card fell out of my wallet and i ran over it so it does not work,damaged_card
my card fell in the toilet and now the chip does not work,damaged_card
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one,damaged_card
i need a new card because my dog chewed on it and now it does not work,damaged_card
i want to report my damaged card i accidentally cut it up thinking it was my expired card,damaged_card
i cracked my rewards card can i get a different one,damaged_card
when should i pay my bill by,bill_due
when is my car insurance due,bill_due
when's the gas bill due,bill_due
when do i pay the utilities,bill_due
do i pay my rent this week,bill_due
i need to know when i must pay my car bill,bill_due
how much is my water bill,bill_due
is my bill due this week,bill_due
how much time left to pay my bill,bill_due
what day is my car insurance due,bill_due
when's the electric bill due,bill_due
when's the next phone bill,bill_due
when is my next car payment,bill_due
when is too late to pay my cable bill,bill_due
can you alert me when my phone bill is due,bill_due
on what day do i pay my car payment,bill_due
how can i know when my cable bill is due,bill_due
what day do i have to pay for my capital one card,bill_due
how long do i have left to pay for my chase credit card,bill_due
what is the due date of my att bill,bill_due
when is my xfinity bill due,bill_due
how many more days before my verizon bill is due,bill_due
i cant remember when my bill is due,bill_due
what is the due date of my bill,bill_due
what day is my bill due,bill_due
when is my bill due,bill_due
tell me when my bill will be due,bill_due
how do i locate when my gas bill is do,bill_due
i would like to know my electric bills date it needs to be payed,bill_due
i need to know where to locate when my gas bill is due,bill_due
can you tell me when my electric bill is due,bill_due
i need to know the due date for my credit card,bill_due
where should i look for when my gas bill is due,bill_due
can you tell me the date my credit card is due,bill_due
i'd like to find the date that my gas bill is due,bill_due
how do i know when to pay my gas bill,bill_due
when do i have to pay my water bill by,bill_due
when do i have to pay my electric bill by,bill_due
when do i have to pay my internet bill by,bill_due
when do i have to pay my gas bill by,bill_due
tell me when i have to pay my bill,bill_due
what date do i have to pay my bill,bill_due
give me the date my bill is due,bill_due
on what day do i have to pay my nordstrom bill,bill_due
when is my chase visa due,bill_due
when do i need to pay my annual payment for auto insurance,bill_due
what is the exact due date for my mortgage payment,bill_due
what is the due date for my metronorth monthy pass,bill_due
can you tell me when my peco energy bill is due this month,bill_due
please find the exact payment due date for my sprint phone bill,bill_due
what is the due date on my xfinity internet bill for february,bill_due
what is the latest date that i can pay my direct tv bill this month,bill_due
i need the new due date for my pgw gas bill,bill_due
what time do i have to pay z bill,bill_due
whats the due date for z bill,bill_due
how soon before my catering bill is due,bill_due
how long before my lawn guy bill's due,bill_due
when's my heater bill due,bill_due
what date is my water bill due,bill_due
whats the deadline for amex payment,bill_due
when is my visa due,bill_due
when is visa due,bill_due
do you know when i need to pay my mastercard,bill_due
what's the due date for my american express payment,bill_due
when is my mortgage payment due,bill_due
what's the due date for the credit card,bill_due
when's the next time i have to pay the insurance,bill_due
how long do i have to pay the gas bill,bill_due
when's the rent due,bill_due
when does the car payment come due,bill_due
when does the electric bill up,bill_due
how do i check when my mortgage is next up for payment,bill_due
when do i owe the state payment for my car tags,bill_due
when do i owe the rent,bill_due
do i need to pay my credit card bill already,bill_due
do you know when my next electric bill is due,bill_due
where do i find information on when the water bill is due,bill_due
how do i ascertain when my next insurance payment will be,bill_due
what do i do to check when my next credit card payment is,bill_due
when do i need to pay my at&t bill,bill_due
what is the due date of my at&t bill,bill_due
is my at&t bill do soon,bill_due
when is my at&t bill due,bill_due
what date is my at&t bill due,bill_due
when's the ac bill due,bill_due
what day is the z bill due,bill_due
what's the due date for the renting bill,bill_due
i want to know when a bill is due,bill_due
what day is the bill due,bill_due
i would like to know when the bill is due,bill_due
what is the due date for a bill,bill_due
when is the bill due,bill_due
how do i find when my water bill needs to be paid,bill_due
when is my water bill due,bill_due
how do i find when my cable bill is due,bill_due
when is my electric bill due,bill_due
when do i need to pay the water bil,bill_due
how do i find when my medical bill is due,bill_due
when do i need to pay the cable bill,bill_due
how do i find when my electric bill is due,bill_due
how many pesos can i get for one dollar,exchange_rate
what is the current going rate for exchanging dollars for pesos,exchange_rate
tell me the exchange rate between dollars and pesos,exchange_rate
let me know what the exchange rate between dollars and pesos is,exchange_rate
what's the exchange rate between dollars and pesos,exchange_rate
whats dollars won in 15,exchange_rate
what's dollars yen in 10,exchange_rate
whats pesos australian dollars in 20,exchange_rate
whats rupees dollars in 30,exchange_rate
whats euros kroner in 25,exchange_rate
how many lira can i get for 250 dollars,exchange_rate
what is the exchange rate in pesos for 100 dollars,exchange_rate
how many dollars can i exchange for 25 euros,exchange_rate
how many dollars can i exchange for 75 euros,exchange_rate
what is the equal number of dollars i can exchange for 50 pesos,exchange_rate
tell me the exchange rate between rubles and dollars,exchange_rate
i wanna know five dollars in yen and rubles,exchange_rate
what's the currency conversion between rubles and yen,exchange_rate
how many dollars can i exchange for 10 yen,exchange_rate
i wanna know the exchange rate between yen and dollars,exchange_rate
how many dollars can i exchange for 10000 rubles,exchange_rate
what is 5 in yen and rubles,exchange_rate
how many dollars can i exchange for 5000 rubles,exchange_rate
i need to know five dollars in yen and rubles,exchange_rate
how many dollars can i exchange for 10000 yen,exchange_rate
i gotta know the exchange rate between yen and rubles,exchange_rate
what's the currency conversion between rubles and dollars,exchange_rate
what's the currency conversion between usd and yen,exchange_rate
what's the currency conversion between usd and pounds,exchange_rate
i would love to know the exchange rate between rubles and pounds,exchange_rate
tell me five dollars in yen and rubles,exchange_rate
i must know five dollars in yen and rubles,exchange_rate
let me know the exchange rate between dollars and rubles,exchange_rate
how many dollars can i exchange for 100000 yen,exchange_rate
what's the currency conversion between rubles and pounds,exchange_rate
what is the exchange rate between usd and british pounds,exchange_rate
usd to yen is what right now,exchange_rate
what is the exchange rate between british pounds and yen,exchange_rate
usd to the euro exchanges at what right now,exchange_rate
what is the exchange rate between usd and the euro,exchange_rate
how much can i expect to receive if i trade in 6 yens,exchange_rate
what is the amount of dollars i get if i trade in 6 yens,exchange_rate
what is the maximum dollars i can get for 6 yens,exchange_rate
what is the quantity of dollars i receive for trading 6 yens,exchange_rate
how much dollars do i receive if i trade in 6 yens,exchange_rate
how many pesos in one dollar us,exchange_rate
how much is twenty pounds sterling in us dollars,exchange_rate
what is the the exchange rate for us dollars to euros,exchange_rate
can you tell me the exchange rate for yen to euros,exchange_rate
what is the exchange rate from pounds sterling to us dollars,exchange_rate
how many pesos equals 500 dollars,exchange_rate
tell me how many pesos equal 500 dollars,exchange_rate
what is the conversion for 500 dollars to pesos,exchange_rate
how much is 500 dollars in pesos,exchange_rate
500 dollars equals what in pesos,exchange_rate
how does 10 pounds convert to euros,exchange_rate
how many canadian dollars can i get for 5 us dollars,exchange_rate
how many euros can i exchange for 5 us dollars,exchange_rate
what is the exchange to yen if i have 100 us dollars,exchange_rate
how many us dollars can i get for 20 euros,exchange_rate
can you tell me today's rate for cad to usd,exchange_rate
how much cad can i get with my one usd,exchange_rate
is the dollar strong against the yen today,exchange_rate
tell me the exchange rate of dollars to yen,exchange_rate
what is one dollar worth in mexico,exchange_rate
i need to know the conversion for dollars to pesos,exchange_rate
can you tell me dollars to franks,exchange_rate
